year,STATE,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,TOTAL
2020,UTTAR PRADESH,1,2,31,1,3.0,18.0,24.0,22.0,12.0,8.0,8.0,2.0,132
2020,WEST BENGAL,2,3,3,0,1.0,6.0,11.0,12.0,13.0,11.0,14.0,11.0,87
2021,ANDAMAN & NICOBAR ISLAND,0,0,2,9,0.0,0.0,8.0,1.0,0.0,0.0,0.0,1.0,21
2021,ANDHRA PRADESH,20,13,20,27,15.0,39.0,36.0,79.0,42.0,39.0,37.0,33.0,400
2021,ASSAM,0,0,1,0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,7
2021,BIHAR,4,4,3,4,0.0,4.0,5.0,7.0,4.0,7.0,11.0,7.0,60
2021,CHANDIGARH,2,6,10,2,1.0,11.0,9.0,9.0,20.0,11.0,15.0,12.0,108
2021,CHHATTISGARH,0,0,0,0,0.0,5.0,12.0,10.0,12.0,10.0,14.0,5.0,68
2021,DELHI,107,108,157,61,0.0,143.0,129.0,149.0,145.0,165.0,183.0,184.0,1531
2021,GOA,9,7,17,8,4.0,13.0,10.0,19.0,34.0,28.0,20.0,19.0,188
2021,GUJARAT,19,25,32,37,30.0,61.0,53.0,81.0,131.0,102.0,117.0,144.0,832
